# SampleTime SensorID Value
9, 9, -0.248776
10, 0, NULL
10, 1, -0.136840
10, 2, NULL
10, 3, NULL
10, 4, NULL
10, 5, -0.236421
10, 6, 0.456742
10, 7, -0.392343
10, 8, 0.195731
10, 9, -0.251079
11, 0, NULL
11, 1, -0.134053
11, 2, NULL
11, 3, -0.038845
11, 4, NULL
11, 5, -0.236260
11, 6, 0.461479
11, 7, -0.392047
11, 8, 0.195626
11, 9, -0.252263
12, 0, NULL
12, 1, -0.135804
12, 2, NULL
12, 3, -0.041293
12, 4, NULL
12, 5, -0.238394
12, 6, 0.463956
12, 7, -0.390280
12, 8, 0.190769
12, 9, NULL
13, 0, NULL
13, 1, -0.138626
13, 2, NULL
13, 3, -0.041685
13, 4, NULL
13, 5, NULL
13, 6, 0.462509
13, 7, -0.389198
13, 8, 0.187036
13, 9, NULL
14, 0, 0.460183
14, 1, -0.138187
14, 2, NULL
14, 3, -0.037499
14, 4, NULL
14, 5, NULL
14, 6, 0.460712
14, 7, -0.390071
14, 8, 0.190904
14, 9, NULL
15, 0, NULL
15, 1, -0.133675
15, 2, NULL
15, 3, -0.038489
15, 4, NULL
15, 5, NULL
15, 6, 0.461348
15, 7, -0.393890
15, 8, 0.186271
15, 9, NULL
16, 0, NULL
16, 1, -0.132081
16, 2, NULL
16, 3, -0.034004
16, 4, NULL
16, 5, NULL
16, 6, 0.457062
16, 7, NULL
16, 8, 0.185468
16, 9, NULL
17, 0, NULL
17, 1, -0.131471
17, 2, NULL
17, 3, -0.035938
17, 4, NULL
17, 5, 0.428665
17, 6, 0.454741
17, 7, NULL
17, 8, NULL
17, 9, NULL
18, 0, NULL
18, 1, -0.127986
18, 2, NULL
18, 3, -0.037003
18, 4, -0.246793
18, 5, 0.430394
18, 6, 0.455409
18, 7, -0.359849
18, 8, NULL
18, 9, NULL
19, 0, -0.298167
19, 1, NULL
19, 2, NULL
19, 3, -0.038146
19, 4, -0.247932
19, 5, 0.426281
19, 6, 0.456558
19, 7, -0.364765
19, 8, NULL
19, 9, -0.279756
20, 0, -0.299522
20, 1, NULL
20, 2, NULL
20, 3, -0.040625
20, 4, -0.248394
20, 5, 0.427125
20, 6, 0.461385
20, 7, -0.366682
20, 8, -0.355969
20, 9, -0.277167
21, 0, -0.296849
21, 1, 0.449061
21, 2, NULL
21, 3, -0.042104
21, 4, -0.245983
21, 5, 0.428109
21, 6, 0.461246
21, 7, -0.371656
21, 8, -0.356436
21, 9, -0.274782
22, 0, -0.294785
22, 1, NULL
22, 2, 0.038248
22, 3, -0.042231
22, 4, -0.248718
22, 5, 0.426333
22, 6, 0.462950
22, 7, -0.371933
22, 8, -0.352850
22, 9, -0.277507
23, 0, -0.290736
23, 1, 0.125606
23, 2, 0.040003
23, 3, -0.042303
23, 4, -0.250741
23, 5, 0.425880
23, 6, 0.461478
23, 7, -0.368439
23, 8, -0.349531
23, 9, NULL
24, 0, -0.293185
24, 1, 0.126504
24, 2, 0.037157
24, 3, -0.038393
24, 4, -0.251903
24, 5, 0.427695
24, 6, 0.457841
24, 7, -0.368549
24, 8, -0.351147
24, 9, NULL
25, 0, -0.290559
25, 1, 0.121681
25, 2, 0.038232
25, 3, -0.035165
25, 4, -0.249765
25, 5, 0.423671
25, 6, 0.460631
25, 7, -0.364396
25, 8, NULL
25, 9, NULL
26, 0, -0.287976
26, 1, 0.123931
26, 2, 0.034736
26, 3, -0.037542
26, 4, -0.245112
26, 5, 0.423426
26, 6, 0.457996
26, 7, -0.367886
26, 8, NULL
26, 9, 0.229063
27, 0, NULL
27, 1, 0.123476
27, 2, 0.031864
27, 3, -0.033165
27, 4, -0.249231
27, 5, 0.421929
27, 6, 0.456153
27, 7, NULL
27, 8, NULL
27, 9, 0.224744
28, 0, -0.092973
28, 1, 0.121635
28, 2, 0.030649
28, 3, -0.029835
28, 4, -0.253773
28, 5, 0.426764
28, 6, 0.451869
28, 7, -0.166430
28, 8, NULL
28, 9, 0.227121
29, 0, -0.092684
29, 1, 0.122200
29, 2, 0.033000
29, 3, -0.028407
29, 4, -0.255934
29, 5, 0.425631
29, 6, 0.450613
29, 7, -0.167098
29, 8, -0.110271
29, 9, 0.228562
30, 0, -0.088077
30, 1, 0.118684
30, 2, 0.035431
30, 3, -0.026871
30, 4, -0.251507
30, 5, NULL
30, 6, 0.453752
30, 7, -0.169261
30, 8, -0.108640
30, 9, 0.224090
31, 0, -0.086108
31, 1, 0.120260
31, 2, 0.038490
31, 3, 0.048983
31, 4, -0.254480
31, 5, -0.437644
31, 6, 0.450674
31, 7, -0.167174
31, 8, -0.107644
31, 9, 0.228328
32, 0, -0.090959
32, 1, 0.118182
32, 2, 0.042449
32, 3, 0.044319
32, 4, -0.255212
32, 5, -0.437287
32, 6, 0.452654
32, 7, -0.165432
32, 8, NULL
32, 9, 0.229888
33, 0, -0.090161
33, 1, 0.119129
33, 2, 0.046318
33, 3, 0.047147
33, 4, -0.252048
33, 5, -0.439855
33, 6, 0.455444
33, 7, -0.165662
33, 8, 0.319659
33, 9, 0.229940
34, 0, -0.094991
34, 1, 0.123745
34, 2, 0.047221
34, 3, 0.047516
34, 4, -0.253578
34, 5, -0.444519
34, 6, 0.458577
34, 7, -0.163178
34, 8, 0.314970
34, 9, 0.228641
35, 0, -0.096341
35, 1, 0.128143
35, 2, 0.043314
35, 3, 0.044175
35, 4, -0.258527
35, 5, -0.442911
35, 6, 0.459174
35, 7, -0.165803
35, 8, 0.313892
35, 9, 0.230623
36, 0, -0.100447
36, 1, NULL
36, 2, 0.047730
36, 3, 0.039684
36, 4, -0.261359
36, 5, -0.445691
36, 6, 0.382758
36, 7, -0.166379
36, 8, 0.315692
36, 9, 0.226345
37, 0, NULL
37, 1, NULL
37, 2, 0.052298
37, 3, 0.039802
37, 4, -0.264030
37, 5, -0.443587
37, 6, 0.382568
37, 7, -0.162459
37, 8, 0.320458
37, 9, 0.226829
38, 0, NULL
38, 1, -0.144295
38, 2, 0.051594
38, 3, 0.036204
38, 4, -0.260505
38, 5, -0.443524
38, 6, 0.379680
38, 7, -0.166131
38, 8, 0.318223
38, 9, -0.197187
39, 0, 0.018005
39, 1, -0.139362
39, 2, 0.055711
39, 3, 0.035567
39, 4, -0.256328
39, 5, -0.439415
39, 6, 0.376050
39, 7, NULL
39, 8, 0.320694
39, 9, -0.196348
40, 0, 0.018896
40, 1, NULL
40, 2, 0.058847
40, 3, 0.037908
40, 4, 0.375559
40, 5, -0.444330
40, 6, 0.380979
40, 7, -0.222869
40, 8, 0.319835
40, 9, -0.196472
41, 0, 0.478508
41, 1, NULL
41, 2, 0.054823
41, 3, 0.034956
41, 4, 0.373612
41, 5, -0.446155
41, 6, 0.383639
41, 7, -0.226547
41, 8, 0.318928
41, 9, -0.193238
42, 0, 0.476618
42, 1, NULL
42, 2, NULL
42, 3, 0.037608
42, 4, NULL
42, 5, NULL
42, 6, 0.381083
42, 7, -0.226050
42, 8, 0.322600
42, 9, -0.191906
43, 0, 0.479271
43, 1, 0.089648
43, 2, 0.012121
43, 3, NULL
43, 4, NULL
43, 5, -0.468461
43, 6, 0.376513
43, 7, -0.222968
43, 8, 0.321291
43, 9, -0.191513
44, 0, 0.474801
44, 1, 0.092503
44, 2, 0.014577
44, 3, NULL
44, 4, NULL
44, 5, -0.466751
44, 6, 0.378205
44, 7, -0.218185
44, 8, 0.322061
44, 9, -0.194072
45, 0, 0.478252
45, 1, 0.089169
45, 2, 0.010640
45, 3, NULL
45, 4, NULL
45, 5, -0.466224
45, 6, 0.377992
45, 7, -0.214016
45, 8, 0.320823
45, 9, -0.196169
46, 0, 0.479264
46, 1, 0.087655
46, 2, 0.013407
46, 3, -0.364813
46, 4, NULL
46, 5, -0.469302
46, 6, 0.379790
46, 7, -0.212379
46, 8, 0.319008
46, 9, -0.194744
47, 0, 0.483712
47, 1, 0.090895
47, 2, 0.017882
47, 3, -0.360653
47, 4, -0.068846
47, 5, NULL
47, 6, 0.377717
47, 7, -0.209108
47, 8, 0.316084
47, 9, -0.193972
48, 0, 0.479846
48, 1, 0.086148
48, 2, 0.018531
48, 3, -0.357727
48, 4, -0.072470
48, 5, NULL
48, 6, 0.381438
48, 7, NULL
48, 8, 0.320518
48, 9, -0.193899
49, 0, 0.482195
49, 1, 0.083958
49, 2, 0.018225
49, 3, NULL
49, 4, -0.071942
49, 5, NULL
49, 6, 0.379169
49, 7, NULL
49, 8, 0.318376
49, 9, -0.197320
50, 0, 0.480422
50, 1, 0.082104
50, 2, 0.018367
50, 3, NULL
50, 4, -0.075061
50, 5, NULL
50, 6, 0.380331
50, 7, -0.239697
50, 8, 0.321579
50, 9, -0.199467
51, 0, 0.481132
51, 1, 0.084393
51, 2, NULL
51, 3, NULL
51, 4, NULL
51, 5, NULL
51, 6, 0.384032
51, 7, -0.236923
51, 8, 0.326234
51, 9, -0.198237
52, 0, 0.484966
52, 1, 0.086430
52, 2, 0.377379
52, 3, NULL
52, 4, NULL
52, 5, 0.060038
52, 6, 0.381922
52, 7, -0.238518
52, 8, 0.328301
52, 9, -0.197366
53, 0, 0.487550
53, 1, 0.082541
53, 2, 0.377986
53, 3, -0.259305
53, 4, NULL
53, 5, 0.059689
53, 6, 0.382957
53, 7, -0.233695
53, 8, 0.188609
53, 9, -0.198658
54, 0, 0.484154
54, 1, 0.082936
54, 2, NULL
54, 3, NULL
54, 4, -0.353227
54, 5, 0.061765
54, 6, 0.380909
54, 7, -0.231092
54, 8, 0.187247
54, 9, -0.200197
55, 0, 0.479502
55, 1, 0.081992
55, 2, NULL
55, 3, 0.065995
55, 4, -0.357172
55, 5, 0.058537
55, 6, 0.051102
55, 7, -0.234435
55, 8, 0.185375
55, 9, -0.195866
56, 0, 0.477281
56, 1, 0.083306
56, 2, NULL
56, 3, 0.061270
56, 4, -0.356237
56, 5, 0.060527
56, 6, 0.054864
56, 7, -0.235162
56, 8, 0.186305
56, 9, -0.191808
57, 0, 0.480670
57, 1, -0.383197
57, 2, 0.409874
57, 3, 0.063917
57, 4, -0.358497
57, 5, 0.062677
57, 6, 0.051099
57, 7, -0.233701
57, 8, 0.191208
57, 9, -0.048633
58, 0, 0.483566
58, 1, -0.384508
58, 2, 0.410228
58, 3, 0.062155
58, 4, -0.362099
58, 5, 0.063170
58, 6, 0.052676
58, 7, -0.232278
58, 8, 0.186751
58, 9, -0.053041
59, 0, 0.488266
59, 1, -0.382312
59, 2, 0.411088
59, 3, NULL
59, 4, -0.363832
59, 5, 0.062836
59, 6, 0.047834
59, 7, -0.230542
59, 8, NULL
59, 9, -0.048663
60, 0, 0.491219
60, 1, -0.386270
60, 2, 0.408116
60, 3, -0.380942
60, 4, -0.361781
60, 5, 0.066892
60, 6, NULL
60, 7, -0.230876
60, 8, NULL
60, 9, -0.050264
61, 0, 0.490323
61, 1, -0.387789
61, 2, 0.404550
61, 3, -0.383466
61, 4, NULL
61, 5, 0.064104
61, 6, NULL
61, 7, -0.230924
61, 8, NULL
61, 9, -0.047324
62, 0, 0.487928
62, 1, -0.385359
62, 2, 0.408539
62, 3, -0.384758
62, 4, -0.082314
62, 5, 0.066429
62, 6, NULL
62, 7, -0.234368
62, 8, NULL
62, 9, -0.042401
63, 0, 0.490790
63, 1, NULL
63, 2, 0.408087
63, 3, -0.385893
63, 4, -0.080732
63, 5, 0.064831
63, 6, NULL
63, 7, -0.230698
63, 8, 0.044006
63, 9, -0.037749
64, 0, 0.494159
64, 1, NULL
64, 2, 0.409606
64, 3, -0.384236
64, 4, -0.084527
64, 5, 0.064902
64, 6, NULL
64, 7, -0.235032
64, 8, 0.044165
64, 9, -0.038921
65, 0, NULL
65, 1, NULL
65, 2, 0.408457
65, 3, -0.387017
65, 4, -0.089016
65, 5, 0.066566
65, 6, NULL
65, 7, -0.238840
65, 8, 0.045428
65, 9, -0.036005
66, 0, 0.120160
66, 1, 0.030560
66, 2, 0.412591
66, 3, -0.383059
66, 4, -0.091644
66, 5, 0.070750
66, 6, NULL
66, 7, -0.239773
66, 8, 0.044097
66, 9, -0.031504
67, 0, 0.124143
67, 1, 0.034689
67, 2, 0.412026
67, 3, -0.384490
67, 4, -0.094117
67, 5, 0.070649
67, 6, NULL
67, 7, NULL
67, 8, 0.041887
67, 9, -0.034541
68, 0, 0.128898
68, 1, 0.036216
68, 2, 0.415502
68, 3, NULL
68, 4, -0.097653
68, 5, 0.069686
68, 6, NULL
68, 7, -0.246170
68, 8, 0.037707
68, 9, NULL
69, 0, 0.128672
69, 1, 0.032587
69, 2, 0.410972
69, 3, NULL
69, 4, -0.095841
69, 5, 0.067631
69, 6, 0.163084
69, 7, -0.243075
69, 8, 0.034839
69, 9, 0.320590
70, 0, 0.123901
70, 1, 0.035935
70, 2, 0.412353
70, 3, -0.120465
70, 4, -0.096576
70, 5, 0.070157
70, 6, 0.161619
70, 7, -0.247909
70, 8, 0.038100
70, 9, 0.315984
71, 0, 0.123964
71, 1, 0.031488
71, 2, 0.414496
71, 3, -0.117841
71, 4, -0.097618
71, 5, NULL
71, 6, 0.164328
71, 7, -0.251664
71, 8, 0.034511
71, 9, 0.320656
72, 0, 0.119030
72, 1, 0.031618
72, 2, 0.415179
72, 3, -0.120015
72, 4, -0.102168
72, 5, NULL
72, 6, 0.166339
72, 7, -0.251945
72, 8, 0.035475
72, 9, 0.323031
73, 0, 0.121077
73, 1, 0.033731
73, 2, 0.412421
73, 3, -0.117090
73, 4, -0.106416
73, 5, NULL
73, 6, 0.162523
73, 7, -0.248751
73, 8, NULL
73, 9, 0.325115
74, 0, 0.121718
74, 1, 0.030955
74, 2, 0.408180
74, 3, NULL
74, 4, NULL
74, 5, NULL
74, 6, 0.158516
74, 7, -0.249310
74, 8, -0.366949
74, 9, 0.322647
75, 0, 0.124860
75, 1, 0.030017
75, 2, 0.403453
75, 3, NULL
75, 4, NULL
75, 5, 0.121944
75, 6, 0.163034
75, 7, NULL
75, 8, -0.365346
75, 9, 0.325244
76, 0, 0.121896
76, 1, 0.025851
76, 2, 0.399268
76, 3, NULL
76, 4, NULL
76, 5, 0.422947
76, 6, NULL
76, 7, 0.450222
76, 8, NULL
76, 9, 0.326511
77, 0, 0.122682
77, 1, 0.026567
77, 2, 0.402568
77, 3, -0.248959
77, 4, -0.001964
77, 5, 0.423762
77, 6, NULL
77, 7, 0.450227
77, 8, NULL
77, 9, 0.328891
78, 0, 0.124565
78, 1, 0.029401
78, 2, 0.400552
78, 3, -0.250985
78, 4, -0.006384
78, 5, 0.421852
78, 6, NULL
78, 7, 0.454464
78, 8, -0.426459
78, 9, 0.329631
79, 0, NULL
79, 1, 0.032153
79, 2, 0.400187
79, 3, -0.253516
79, 4, -0.005932
79, 5, 0.342749
79, 6, NULL
79, 7, 0.450277
79, 8, -0.427365
79, 9, 0.327963
80, 0, NULL
80, 1, 0.033417
80, 2, 0.395665
80, 3, NULL
80, 4, -0.002921
80, 5, 0.338896
80, 6, -0.126637
80, 7, 0.454490
80, 8, -0.424157
80, 9, 0.331984
81, 0, NULL
81, 1, 0.030626
81, 2, 0.400543
81, 3, NULL
81, 4, -0.005066
81, 5, 0.337288
81, 6, -0.130233
81, 7, 0.452040
81, 8, NULL
81, 9, 0.333909
82, 0, NULL
82, 1, 0.029850
82, 2, 0.398789
82, 3, NULL
82, 4, -0.004857
82, 5, NULL
82, 6, -0.132068
82, 7, 0.453060
82, 8, 0.284977
82, 9, 0.333773
83, 0, -0.075670
83, 1, 0.029785
83, 2, 0.395649
83, 3, -0.112078
83, 4, -0.009483
83, 5, NULL
83, 6, -0.127350
83, 7, 0.457857
83, 8, 0.282939
83, 9, 0.337754
84, 0, -0.072276
84, 1, 0.033995
84, 2, 0.393226
84, 3, -0.110165
84, 4, NULL
84, 5, -0.420745
84, 6, -0.131183
84, 7, 0.457399
84, 8, 0.281064
84, 9, 0.339550
85, 0, -0.075581
85, 1, 0.033440
85, 2, 0.390283
85, 3, -0.107561
85, 4, NULL
85, 5, -0.424750
85, 6, -0.134395
85, 7, 0.455353
85, 8, 0.283561
85, 9, 0.335173
86, 0, -0.073163
86, 1, NULL
86, 2, 0.389254
86, 3, -0.106296
86, 4, NULL
86, 5, -0.425084
86, 6, -0.130187
86, 7, 0.454404
86, 8, NULL
86, 9, 0.335143
87, 0, -0.074016
87, 1, NULL
87, 2, 0.389962
87, 3, -0.108169
87, 4, 0.397629
87, 5, -0.425147
87, 6, -0.131689
87, 7, 0.316392
87, 8, NULL
87, 9, 0.335882
88, 0, -0.073246
88, 1, NULL
88, 2, 0.391970
88, 3, -0.111075
88, 4, 0.400431
88, 5, -0.429218
88, 6, -0.133519
88, 7, 0.320360
88, 8, NULL
88, 9, NULL
89, 0, NULL
89, 1, NULL
89, 2, 0.396039
89, 3, -0.112221
89, 4, 0.398705
89, 5, -0.433936
89, 6, -0.136143
89, 7, 0.315538
89, 8, -0.242973
89, 9, 0.440871
90, 0, NULL
90, 1, NULL
90, 2, 0.394283
90, 3, -0.113595
90, 4, 0.402344
90, 5, -0.429543
90, 6, -0.135227
90, 7, 0.313719
90, 8, -0.242640
90, 9, 0.440387
91, 0, NULL
91, 1, 0.208636
91, 2, 0.391303
91, 3, -0.114342
91, 4, 0.404631
91, 5, -0.425260
91, 6, -0.132612
91, 7, 0.312423
91, 8, -0.246030
91, 9, 0.444447
92, 0, -0.455225
92, 1, NULL
92, 2, 0.389258
92, 3, -0.114666
92, 4, 0.400166
92, 5, -0.422683
92, 6, -0.134680
92, 7, 0.313093
92, 8, -0.241384
92, 9, 0.447579
93, 0, -0.458814
93, 1, NULL
93, 2, 0.393398
93, 3, -0.117570
93, 4, 0.401938
93, 5, -0.420377
93, 6, -0.134797
93, 7, 0.315908
93, 8, -0.242899
93, 9, 0.445710
94, 0, -0.462550
94, 1, NULL
94, 2, 0.390660
94, 3, -0.121169
94, 4, 0.400435
94, 5, -0.473176
94, 6, -0.132222
94, 7, 0.313366
94, 8, NULL
94, 9, 0.443700
95, 0, -0.458063
95, 1, NULL
95, 2, 0.391223
95, 3, -0.118318
95, 4, 0.398341
95, 5, -0.470865
95, 6, -0.132494
95, 7, 0.309210
95, 8, NULL
95, 9, 0.448120
96, 0, -0.454450
96, 1, NULL
96, 2, 0.395290
96, 3, -0.117362
96, 4, 0.397450
96, 5, NULL
96, 6, -0.127578
96, 7, 0.305364
96, 8, 0.485132
96, 9, 0.452613
97, 0, -0.455343
97, 1, NULL
97, 2, 0.398797
97, 3, -0.118546
97, 4, 0.395333
97, 5, NULL
97, 6, -0.132193
97, 7, NULL
97, 8, 0.483146
97, 9, 0.455917
98, 0, -0.459438
98, 1, NULL
98, 2, 0.401326
98, 3, -0.121910
98, 4, 0.016286
98, 5, -0.483653
98, 6, -0.127839
98, 7, NULL
98, 8, 0.478676
98, 9, 0.452077
99, 0, -0.460264
99, 1, NULL
99, 2, 0.401173
99, 3, -0.124027
99, 4, 0.011698
99, 5, -0.486605
99, 6, -0.125628
99, 7, NULL
99, 8, 0.475601
99, 9, 0.455993
100, 0, -0.460518
100, 1, -0.436439
100, 2, 0.400982
100, 3, NULL
100, 4, 0.011730
100, 5, -0.483690
100, 6, -0.122301
100, 7, -0.469265
100, 8, NULL
100, 9, 0.458580
101, 0, -0.463417
101, 1, -0.440392
101, 2, 0.396505
101, 3, NULL
101, 4, 0.013460
101, 5, -0.481774
101, 6, -0.125353
101, 7, -0.464402
101, 8, NULL
101, 9, 0.463431
102, 0, -0.458763
102, 1, -0.438119
102, 2, 0.398322
102, 3, NULL
102, 4, 0.014483
102, 5, -0.478636
102, 6, -0.129438
102, 7, -0.466586
102, 8, -0.092089
102, 9, 0.462373
103, 0, -0.461631
103, 1, -0.442422
103, 2, 0.400171
103, 3, NULL
103, 4, 0.014491
103, 5, NULL
103, 6, -0.128162
103, 7, -0.467171
103, 8, -0.091759
103, 9, 0.465519
104, 0, -0.301256
104, 1, -0.444022
104, 2, 0.399833
104, 3, NULL
104, 4, 0.015042
104, 5, NULL
104, 6, -0.124243
104, 7, -0.468851
104, 8, -0.089214
104, 9, 0.463268
105, 0, -0.301354
105, 1, -0.441766
105, 2, 0.398572
105, 3, 0.413069
105, 4, NULL
105, 5, NULL
105, 6, -0.123731
105, 7, -0.464522
105, 8, -0.085967
105, 9, 0.459836
106, 0, -0.297241
106, 1, -0.444904
106, 2, NULL
106, 3, NULL
106, 4, NULL
106, 5, NULL
106, 6, -0.122022
106, 7, -0.460539
106, 8, -0.083440
106, 9, 0.457875
107, 0, -0.299873
107, 1, -0.449288
107, 2, NULL
107, 3, -0.281704
107, 4, NULL
107, 5, NULL
107, 6, -0.117565
107, 7, -0.455680
107, 8, -0.084434
107, 9, 0.456759
108, 0, -0.301982
108, 1, NULL
108, 2, NULL
108, 3, -0.284212
108, 4, NULL
108, 5, NULL
108, 6, -0.116230
108, 7, -0.454227
108, 8, -0.088328
108, 9, 0.452322
109, 0, -0.306559
109, 1, 0.454195
109, 2, NULL
109, 3, -0.280900
109, 4, NULL
109, 5, NULL
109, 6, -0.117366
109, 7, -0.452871
109, 8, -0.092111
109, 9, 0.454014
110, 0, -0.307208
110, 1, 0.452500
110, 2, 0.462021
110, 3, -0.285857
110, 4, NULL
110, 5, NULL
110, 6, -0.114415
110, 7, -0.455509
110, 8, -0.090885
110, 9, 0.451596
111, 0, -0.308409
111, 1, 0.447991
111, 2, 0.461863
111, 3, -0.282710
111, 4, -0.265565
111, 5, NULL
111, 6, -0.118402
111, 7, -0.456072
111, 8, -0.090350
111, 9, 0.450926
112, 0, -0.310023
112, 1, 0.260542
112, 2, 0.460185
112, 3, -0.280721
112, 4, -0.260851
112, 5, NULL
112, 6, -0.120528
112, 7, -0.457185
112, 8, -0.087026
112, 9, 0.449785
113, 0, NULL
113, 1, 0.265533
113, 2, 0.457207
113, 3, -0.277867
113, 4, -0.261677
113, 5, NULL
113, 6, -0.122294
113, 7, -0.452853
113, 8, -0.089151
113, 9, 0.454114
114, 0, NULL
114, 1, 0.268492
114, 2, 0.454741
114, 3, -0.281248
114, 4, -0.265815
114, 5, 0.205288
114, 6, -0.126067
114, 7, -0.451288
114, 8, -0.092938
114, 9, 0.457849
115, 0, NULL
115, 1, NULL
115, 2, NULL
115, 3, -0.276372
115, 4, -0.267347
115, 5, 0.205536
115, 6, -0.122462
115, 7, -0.455145
115, 8, -0.091755
115, 9, 0.453565
116, 0, -0.222579
116, 1, NULL
116, 2, NULL
116, 3, -0.279104
116, 4, -0.258861
116, 5, 0.202823
116, 6, -0.121707
116, 7, -0.459142
116, 8, -0.087146
116, 9, 0.449318
117, 0, -0.220643
117, 1, NULL
117, 2, NULL
117, 3, -0.277414
117, 4, -0.259333
117, 5, 0.198129
117, 6, -0.123356
117, 7, -0.463834
117, 8, -0.083782
117, 9, 0.449013
118, 0, -0.217141
118, 1, NULL
118, 2, NULL
118, 3, -0.281449
118, 4, -0.255714
118, 5, 0.193856
118, 6, -0.126063
118, 7, -0.464802
118, 8, -0.085117
118, 9, 0.450889
119, 0, -0.220256
119, 1, NULL
119, 2, NULL
119, 3, -0.279943
119, 4, -0.257373
119, 5, 0.193123
119, 6, -0.129460
119, 7, -0.460920
119, 8, NULL
119, 9, 0.447727
120, 0, -0.218780
120, 1, NULL
120, 2, NULL
120, 3, -0.277742
120, 4, -0.257815
120, 5, 0.193316
120, 6, -0.124601
120, 7, -0.460432
120, 8, NULL
120, 9, 0.451179
121, 0, -0.216446
121, 1, NULL
121, 2, 0.070739
121, 3, -0.274548
121, 4, -0.261108
121, 5, 0.390682
121, 6, -0.126136
121, 7, -0.456773
121, 8, 0.082793
121, 9, 0.455114
122, 0, -0.216289
122, 1, NULL
122, 2, NULL
122, 3, -0.271553
122, 4, -0.262406
122, 5, 0.387579
122, 6, NULL
122, 7, -0.455583
122, 8, 0.084787
122, 9, 0.450646
123, 0, -0.217979
123, 1, NULL
123, 2, NULL
123, 3, -0.269397
123, 4, -0.266508
123, 5, 0.391931
123, 6, NULL
123, 7, NULL
123, 8, 0.085343
123, 9, 0.451319
124, 0, -0.221116
124, 1, NULL
124, 2, 0.385644
124, 3, -0.265008
124, 4, -0.268810
124, 5, 0.388299
124, 6, NULL
124, 7, -0.275252
124, 8, 0.084131
124, 9, 0.449642
125, 0, -0.219555
125, 1, 0.070388
125, 2, 0.381813
125, 3, NULL
125, 4, -0.272127
125, 5, 0.392205
125, 6, NULL
125, 7, -0.271683
125, 8, NULL
125, 9, 0.444884
126, 0, -0.222674
126, 1, 0.071711
126, 2, 0.377671
126, 3, NULL
126, 4, -0.275810
126, 5, 0.389692
126, 6, NULL
126, 7, -0.267015
126, 8, -0.176634
126, 9, 0.440499
127, 0, -0.226598
127, 1, 0.068030
127, 2, 0.375871
127, 3, NULL
127, 4, -0.273354
127, 5, 0.387761
127, 6, NULL
127, 7, -0.265955
127, 8, -0.177589
127, 9, 0.439212
128, 0, -0.229311
128, 1, 0.064655
128, 2, 0.377604
128, 3, -0.071416
128, 4, -0.270869
128, 5, 0.389770
128, 6, -0.125294
128, 7, -0.268701
128, 8, -0.174276
128, 9, 0.436570
129, 0, -0.228240
129, 1, 0.068013
129, 2, 0.382587
129, 3, -0.069699
129, 4, -0.269374
129, 5, 0.385086
129, 6, -0.128700
129, 7, NULL
129, 8, -0.176678
129, 9, 0.432481
130, 0, -0.229970
130, 1, NULL
130, 2, 0.380523
130, 3, -0.069517
130, 4, -0.271788
130, 5, 0.380433
130, 6, -0.127853
130, 7, -0.379037
130, 8, -0.178875
130, 9, 0.436225
131, 0, -0.231553
131, 1, NULL
131, 2, 0.385087
131, 3, -0.065612
131, 4, -0.270183
131, 5, NULL
131, 6, -0.129863
131, 7, -0.380700
131, 8, -0.174691
131, 9, 0.432852
132, 0, -0.232140
